ts,provider_owner,gpu_model,bid_price_uact_per_block,reachable,time_to_ready_seconds,failure_reason
2026-08-25T16:05:58.896548+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,136.052,True,45.4801,
2026-08-25T20:07:41.085762+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-26T00:07:38.277791+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-26T04:07:44.439016+00:00,akash1cvcfyadrm6gcghzspyhacw924c90lwnjkhcglm,rtx4090,1261.83,False,,never_reachable
2026-08-26T08:06:20.14674+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,136.052,True,70.3432,
2026-08-26T12:07:46.348664+00:00,akash1cvcfyadrm6gcghzspyhacw924c90lwnjkhcglm,rtx4090,1267.58,False,,never_reachable
2026-08-26T16:07:42.702525+00:00,akash1cvcfyadrm6gcghzspyhacw924c90lwnjkhcglm,rtx4090,1308.12,False,,never_reachable
2026-08-26T20:05:55.335687+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,44.6165,
2026-08-27T00:07:39.044039+00:00,akash1cvcfyadrm6gcghzspyhacw924c90lwnjkhcglm,rtx4090,1259.35,False,,never_reachable
2026-08-27T04:05:03.681203+00:00,none,,,False,,exception:HTTPError:402 Client Error: Payment Required for url: https://console-api.akash.network/v1/deployments
2026-08-27T08:07:35.086276+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-27T12:05:44.578232+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,38.7897,
2026-08-27T16:05:41.072379+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,34.351,
2026-08-27T20:06:09.061599+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,57.3292,
2026-08-28T00:07:45.369074+00:00,akash1cvcfyadrm6gcghzspyhacw924c90lwnjkhcglm,rtx4090,1263.1,False,,never_reachable
2026-08-28T04:07:40.409336+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-28T08:07:33.747395+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-28T12:05:58.109184+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,48.4448,
2026-08-28T16:05:46.682103+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,40.5521,
2026-08-28T20:05:46.081393+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,37.7856,
2026-08-29T00:08:15.969834+00:00,akash1cvcfyadrm6gcghzspyhacw924c90lwnjkhcglm,rtx4090,1365.21,False,,never_reachable
2026-08-29T04:05:45.819083+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,37.3765,
2026-08-29T08:05:48.375129+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,39.0715,
2026-08-29T12:05:53.865399+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,36.5461,
2026-08-29T20:05:52.484952+00:00,akash1hgulk6aekakqzc0v6wukrd3dy9n90f5gkl4ezk,,290,True,44.3275,
2026-08-30T00:06:28.018857+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,77.2369,
2026-08-30T04:05:40.481019+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,32.5562,
2026-08-30T08:05:42.339489+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,35.8703,
2026-08-30T12:05:30.872487+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,False,,exception:HTTPError:404 Client Error: Not Found for url: https://console-api.akash.network/v1/leases
2026-08-30T16:06:02.618038+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,188.389,True,54.3107,
2026-08-30T20:05:46.901141+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,36.4649,
2026-08-31T00:05:47.851674+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,v100,136.052,True,34.912,
2026-08-31T04:05:41.545823+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,v100,136.052,False,,"exception:HTTPError:404 from POST /leases: {""error"":""NotFoundError"",""message"":""no lease for deployment\n"",""code"":""not_found"",""type"":""client_error""}"
2026-08-31T08:05:42.390268+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,34.3942,
2026-08-31T12:05:44.554405+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,188.389,True,38.4868,
2026-08-31T16:05:53.223673+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,43.6502,
2026-08-31T20:05:42.352078+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,32.8471,
2026-09-01T00:05:58.207809+00:00,akash1am3sv9ac6yq6a4s2hkkcn6sd6723fpkp3en08s,rtx4090,462.865,True,48.4687,
2026-09-01T04:05:44.25446+00:00,akash1am3sv9ac6yq6a4s2hkkcn6sd6723fpkp3en08s,rtx4090,462.865,True,36.6204,
2026-09-01T08:05:54.066678+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,43.2655,
2026-09-01T12:05:48.529286+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,True,39.9832,
2026-09-01T16:07:36.321234+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-09-01T20:05:47.675929+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,True,39.6619,
2026-09-02T00:06:00.382925+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,50.3571,
2026-09-02T04:07:34.580589+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-09-02T08:05:45.479821+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,True,37.1102,
2026-09-02T12:05:52.282288+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,44.3681,
2026-09-02T16:06:07.422897+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,59.64,
2026-09-02T20:05:43.892294+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,36.8585,
2026-09-03T00:05:41.415417+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,False,,"exception:HTTPError:404 from POST /leases: {""error"":""NotFoundError"",""message"":""no lease for deployment\n"",""code"":""not_found"",""type"":""client_error""}"
2026-09-03T04:05:46.091569+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,True,37.3808,
2026-09-03T08:05:57.321714+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,47.1669,
2026-09-03T12:07:34.756959+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-09-03T16:05:44.807463+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,True,35.9939,
2026-09-03T20:07:37.88383+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-09-04T00:05:46.524622+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,True,37.9667,
2026-09-04T04:05:43.913542+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,True,35.8688,
2026-09-04T08:06:10.059632+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,59.5962,
2026-09-04T12:05:44.199921+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,35.7997,
2026-09-04T16:05:56.981083+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,46.5631,
2026-09-04T20:05:47.573928+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,37.6186,
2026-09-05T00:05:48.008938+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,True,39.1214,
2026-09-05T04:05:44.008179+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,36.2705,
2026-09-05T08:05:42.623684+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,35.2864,
2026-09-05T12:05:41.70568+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,31.6192,
2026-09-05T16:07:38.078513+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-09-05T20:05:48.448015+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,True,35.724,
2026-09-06T00:05:48.742338+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,284.921,True,35.8906,
2026-09-06T04:05:53.638805+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,43.5534,
2026-09-06T08:05:44.251711+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,36.4557,
2026-09-06T12:05:55.588883+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,True,45.1926,
2026-09-06T16:07:38.81384+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
